mapping_id,source_table,source_column,source_value,source_value_description,destination_table,destination_column,concept_id,concept_description,map_on_presence,override_source_data,mapping_type,mapping_criteria_value,mapping_notes,mapping_logic
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Five	",,,OBSERVATION,observation_type_concept_id,32817, EHR,false,,OBSERVATION_observation_type_concept_id,,,32817 - EHR
,SUS_BRI_OP_010415_to_300619,Attended_Or_Did_Not_Attend,,,OBSERVATION,observation_type_concept_id,32817, EHR,false,,OBSERVATION_observation_type_concept_id,,,32817 - EHR
,tbl_SRReferralIn,Source,,,OBSERVATION,observation_type_concept_id,32817, EHR,false,,OBSERVATION_observation_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Eighth,,,OBSERVATION,observation_type_concept_id,32817, EHR,false,,OBSERVATION_observation_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Ethnic_Category,,,OBSERVATION,observation_type_concept_id,32817, EHR,false,,OBSERVATION_observation_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Third	",,,OBSERVATION,observation_type_concept_id,32817, EHR,false,,OBSERVATION_observation_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Twelfth	",,,OBSERVATION,observation_type_concept_id,32817, EHR,false,,OBSERVATION_observation_type_concept_id,,,32817 - EHR
,SUS_BRI_OP_010415_to_300619,Source_Of_Referral_For_Outpatients,,,OBSERVATION,observation_type_concept_id,32817, EHR,false,,OBSERVATION_observation_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Fourth,,,OBSERVATION,observation_type_concept_id,32817, EHR,false,,OBSERVATION_observation_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Second,,,OBSERVATION,observation_type_concept_id,32817, EHR,false,,OBSERVATION_observation_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Eleventh	",,,OBSERVATION,observation_type_concept_id,32817, EHR,false,,OBSERVATION_observation_type_concept_id,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,Hospital_Provider_Spell_Number,,,VISIT_DETAIL,visit_detail_type_concept_id,,,false,,information,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Hospital_Provider_Spell_Number,,,VISIT_DETAIL,visit_detail_type_concept_id,,,false,,information,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Hospital_Provider_Spell_Number,,,VISIT_DETAIL,visit_detail_type_concept_id,32817, EHR,false,,VISIT_DETAIL_visit_detail_type_concept_id,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,Hospital_Provider_Spell_Number,,,VISIT_DETAIL,visit_detail_type_concept_id,32817, EHR,false,,VISIT_DETAIL_visit_detail_type_concept_id,,,32817 - EHR
,tbl_SRImmunisation,idimmunisationcontent,,,DRUG_EXPOSURE,drug_type_concept_id,,,false,,information,,,32817 - EHR
,tbl_SRImmunisation,idimmunisationcontent,,,DRUG_EXPOSURE,drug_type_concept_id,32817, EHR,false,,DRUG_EXPOSURE_drug_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,AandE_Attendance_Number,,,VISIT_OCCURRENCE,visit_type_concept_id,,,false,,information,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Hospital_Provider_Spell_Number,,,VISIT_OCCURRENCE,visit_type_concept_id,,,false,,information,,,32817 - EHR
,tbl_SRVisit,RowIdentifier,,,VISIT_OCCURRENCE,visit_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,Hospital_Provider_Spell_Number,,,VISIT_OCCURRENCE,visit_type_concept_id,,,false,,information,,,32817 - EHR
,tbl_SRVisit,RowIdentifier,,,VISIT_OCCURRENCE,visit_type_concept_id,32817, EHR,false,,VISIT_OCCURRENCE_visit_type_concept_id,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,Hospital_Provider_Spell_Number,,,VISIT_OCCURRENCE,visit_type_concept_id,32817, EHR,false,,VISIT_OCCURRENCE_visit_type_concept_id,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Hospital_Provider_Spell_Number,,,VISIT_OCCURRENCE,visit_type_concept_id,32817, EHR,false,,VISIT_OCCURRENCE_visit_type_concept_id,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Hospital_Provider_Spell_Number,,,VISIT_OCCURRENCE,visit_type_concept_id,32817, EHR,false,,VISIT_OCCURRENCE_visit_type_concept_id,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,Hospital_Provider_Spell_Number,,,VISIT_OCCURRENCE,visit_type_concept_id,32817, EHR,false,,VISIT_OCCURRENCE_visit_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,AandE_Attendance_Number,,,VISIT_OCCURRENCE,visit_type_concept_id,32817, EHR,false,,VISIT_OCCURRENCE_visit_type_concept_id,,,32817 - EHR
,,,,,OBSERVATION_PERIOD,period_type_concept_id,,,false,,information,,,32817 - EHR
,tbl_SRPatient,Gender,,,CONDITION_OCCURRENCE,condition_type_concept_id,,,false,,information,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_5th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,,,false,,information,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_4th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,Diagnosis_Primary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,,,false,,information,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_10th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,,,false,,information,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_2nd_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,,,false,,information,,,32817 - EHR
,tbl_SRCode,ctv3code,,,CONDITION_OCCURRENCE,condition_type_concept_id,,,false,,information,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_12th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,,,false,,information,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_1st_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,,,false,,information,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_7th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,,,false,,information,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_3rd_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,,,false,,information,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_6th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,,,false,,information,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_8th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,,,false,,information,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_9th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,,,false,,information,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_Primary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,,,false,,information,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_11th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,,,false,,information,,,32817 - EHR
,tbl_SRPatient,Gender,,,CONDITION_OCCURRENCE,condition_type_concept_id,32817, EHR,false,,CONDITION_OCCURRENCE_condition_type_concept_id,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_2nd_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,32817, EHR,false,,CONDITION_OCCURRENCE_condition_type_concept_id,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_8th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,32817, EHR,false,,CONDITION_OCCURRENCE_condition_type_concept_id,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_4th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,32817, EHR,false,,CONDITION_OCCURRENCE_condition_type_concept_id,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_9th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,32817, EHR,false,,CONDITION_OCCURRENCE_condition_type_concept_id,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,Diagnosis_Primary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,32817, EHR,false,,CONDITION_OCCURRENCE_condition_type_concept_id,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_7th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,32817, EHR,false,,CONDITION_OCCURRENCE_condition_type_concept_id,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_1st_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,32817, EHR,false,,CONDITION_OCCURRENCE_condition_type_concept_id,,,32817 - EHR
,tbl_SRCode,ctv3code,,,CONDITION_OCCURRENCE,condition_type_concept_id,32817, EHR,false,,CONDITION_OCCURRENCE_condition_type_concept_id,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_12th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,32817, EHR,false,,CONDITION_OCCURRENCE_condition_type_concept_id,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_11th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,32817, EHR,false,,CONDITION_OCCURRENCE_condition_type_concept_id,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_Primary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,32817, EHR,false,,CONDITION_OCCURRENCE_condition_type_concept_id,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_10th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,32817, EHR,false,,CONDITION_OCCURRENCE_condition_type_concept_id,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_3rd_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,32817, EHR,false,,CONDITION_OCCURRENCE_condition_type_concept_id,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_6th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,32817, EHR,false,,CONDITION_OCCURRENCE_condition_type_concept_id,,,32817 - EHR
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_5th_Secondary_ICD,,,CONDITION_OCCURRENCE,condition_type_concept_id,32817, EHR,false,,CONDITION_OCCURRENCE_condition_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Twelfth	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a13th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Eleventh	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Five	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a11th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_OP_010415_to_300619,A3rd_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Ninth,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Sixth	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_OP_010415_to_300619,A5th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Fourth,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a8th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Tenth	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Twelfth,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a9th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a7th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Fourth	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a6th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Third,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_OP_010415_to_300619,Primary_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Eighth	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Second	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Second,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_First	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Eighth,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Fifth,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_OP_010415_to_300619,A6th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a5th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,Primary_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Seventh,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Eleventh,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,tbl_SRCode,ctv3code,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a2nd_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a14th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Third	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_First,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a12th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_OP_010415_to_300619,A4th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Sixth,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a10th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_OP_010415_to_300619,A2nd_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a4th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a15th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a3rd_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Ninth	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Tenth,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Seventh	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,,,false,,information,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Seventh	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a12th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_First	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a14th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a15th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Second	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Ninth	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_First,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a2nd_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Twelfth,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Fourth,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Tenth	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_OP_010415_to_300619,A4th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Third,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a5th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Five	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a10th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a4th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Second,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Eighth,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a13th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Ninth,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a8th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Twelfth	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_OP_010415_to_300619,A3rd_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_OP_010415_to_300619,A6th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Eighth	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,Accident_And_Emergency_Investigation_Eleventh,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_AE_010415_to_300619,"Accident_And_Emergency_Treatment_Sixth	",,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_OP_010415_to_300619,Primary_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_OP_010415_to_300619,A2nd_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,Primary_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,tbl_SRCode,ctv3code,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
,SUS_BRI_APC_010415_to_300619_P1,a11th_Procedure_OPCS,,,PROCEDURE_OCCURRENCE,procedure_type_concept_id,32817, EHR,false,,PROCEDURE_OCCURRENCE_procedure_type_concept_id,,,32817 - EHR
